13:51:59-[DEBUG]: frameNo: 269, TS_ALG_MultibodyTrack_Processs: 6 ms            
12:18:49-[DEBUG]: multi obj track all timecost : 238825 ms  


// 20230613


Building target: build_dt56/Release/algmultibodytrack.elf.size
arm-none-linux-gnueabihf-size build_dt56/Release/algmultibodytrack.elf |tee build_dt56/Release/algmultibodytrack.elf.size
   text    data     bss     dec     hex filename
 272560 3717864   14136 4004560  3d1ad0 build_dt56/Release/algmultibodytrack.elf

08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 0 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:52-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:52-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 84 ms                          
08:13:52-[DEBUG]: frameNo : 65                                                  
08:13:52-[DEBUG]: TS_ALG_ObjDet_Process: 31 ms                                  
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:52-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 81 ms                          
08:13:52-[DEBUG]: frameNo : 66                                                  
08:13:52-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:52-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 85 ms                          
08:13:52-[DEBUG]: frameNo : 67                                                  
08:13:52-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:52-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 84 ms                          
08:13:52-[DEBUG]: frameNo : 68                                                  
08:13:52-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:52-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 90 ms                          
08:13:52-[DEBUG]: frameNo : 69                                                  
08:13:52-[DEBUG]: TS_ALG_ObjDet_Process: 39 ms                                  
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:52-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:52-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:52-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 92 ms                          
08:13:52-[DEBUG]: frameNo : 70                                                  
08:13:52-[DEBUG]: TS_ALG_ObjDet_Process: 38 ms                                  
08:13:52-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 89 ms                          
08:13:53-[DEBUG]: frameNo : 71                                                  
08:13:53-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 0 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 91 ms                          
08:13:53-[DEBUG]: frameNo : 72                                                  
08:13:53-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 85 ms                          
08:13:53-[DEBUG]: frameNo : 73                                                  
08:13:53-[DEBUG]: TS_ALG_ObjDet_Process: 38 ms                                  
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 0 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 91 ms                          
08:13:53-[DEBUG]: frameNo : 74                                                  
08:13:53-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:53-[DEBUG]: frameNo : 75                                                  
08:13:53-[DEBUG]: TS_ALG_ObjDet_Process: 39 ms                                  
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 89 ms                          
08:13:53-[DEBUG]: frameNo : 76                                                  
08:13:53-[DEBUG]: TS_ALG_ObjDet_Process: 31 ms                                  
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:53-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:53-[DEBUG]: multi obj track timecost : 4 ms                               
08:13:53-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 84 ms                          
08:13:53-[DEBUG]: frameNo : 77                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:54-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:54-[DEBUG]: frameNo : 78                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:54-[DEBUG]: multi obj track timecost : 4 ms                               
08:13:54-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 91 ms                          
08:13:54-[DEBUG]: frameNo : 79                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:54-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 87 ms                          
08:13:54-[DEBUG]: frameNo : 80                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:54-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 86 ms                          
08:13:54-[DEBUG]: frameNo : 81                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:54-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:54-[DEBUG]: frameNo : 82                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:54-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 86 ms                          
08:13:54-[DEBUG]: frameNo : 83                                                  
08:13:54-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:54-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:54-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:55-[DEBUG]: frameNo : 84                                                  
08:13:55-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 86 ms                          
08:13:55-[DEBUG]: frameNo : 85                                                  
08:13:55-[DEBUG]: TS_ALG_ObjDet_Process: 38 ms                                  
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:55-[DEBUG]: frameNo : 86                                                  
08:13:55-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 89 ms                          
08:13:55-[DEBUG]: frameNo : 87                                                  
08:13:55-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 90 ms                          
08:13:55-[DEBUG]: frameNo : 88                                                  
08:13:55-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 87 ms                          
08:13:55-[DEBUG]: frameNo : 89                                                  
08:13:55-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
